Sub_Category,ילד,תינוק,שופט,דיין,שפה,לשון,סיר,קדרה,צמד,זוג,אהבה,חיבה,בטן,כרס,גם,אף,גבול,תחום,עם,אומה,ריב,קטטה,סיבה,עילה
blogs,10.256680150069734,0.7412289415150278,0.37161884601701933,0.0381662598612074,2.227704325583105,1.588921660537634,0.25511131591438624,0.0020087505190109155,0.1707437941159278,2.2899755916724436,8.589417219290674,0.33747008719383376,2.0248205231630028,0.10043752595054577,55.88143068836465,14.031122375291243,1.2755565795719312,1.331801594104237,70.04111309687259,0.15065628892581864,0.783412702414257,0.008035002076043662,4.853141253930372,0.020087505190109153
haaretz,9.771361053835157,0.8313152361003412,5.723809822330217,0.7768027616019582,1.4445805742071502,1.2401587948382138,0.32707484699029815,0.013628118624595757,0.2725623724919151,1.9760772005663845,1.8806803701942143,0.10902494899676606,0.24530613524272363,0.08176871174757454,48.93857398092336,11.066032323171752,2.275895810307491,7.74077137877039,53.054265805551275,0.31344672836570237,0.0953968303721703,0.36795920286408546,4.265601129498472,0.2861904911165109
medical,12.05150709335988,5.501774977403424,0.0,0.0,1.8339249924678083,1.1789517808721623,0.0,0.0,0.0,2.5543955252230184,0.13099464231912916,0.06549732115956458,14.540405297423336,0.0,49.51597479663082,10.02109013741338,1.8339249924678083,2.4888982040634535,60.585022072597226,0.0,0.0,0.0,25.47845793107062,0.0
articles,39.795395391371635,8.843421198082586,0.0,0.0,2.612828990342582,0.4019736908219357,0.0,0.0,0.0,6.431579053150971,0.5024671135274196,0.10049342270548392,6.934046166678391,0.0,44.4180928358239,16.58141474640485,0.7034539589383876,11.154769920308715,52.457566652262614,0.0,0.20098684541096784,0.0,11.556743611130653,0.0
forum,8.991794987074295,3.8215128695065754,0.0,0.0,2.2479487467685737,2.9223333707991457,0.0,0.0,0.0,0.22479487467685738,0.44958974935371476,0.0,2.9223333707991457,0.0,51.02843655164662,6.519051365628863,1.1239743733842869,17.98358997414859,45.408564684725185,0.0,0.0,0.0,7.643025739013151,0.0
doctors,35.21620484721668,7.3344622652702425,0.10785973919515061,0.2696493479878766,3.9368804806229982,1.4561064791345335,0.05392986959757531,0.0,0.05392986959757531,5.932285655733284,0.43143895678060246,0.05392986959757531,5.123337611769655,0.05392986959757531,44.546072287597205,17.311488140821677,0.43143895678060246,8.790568744404776,52.52769298803836,0.0,0.0,0.0,7.172672656477517,0.0
tapuz,31.13422229605581,1.1027300445245156,1.9620002090890734,0.04296350822822788,1.503722787987976,0.9308760116116042,3.508686505305277,0.11456935527527437,0.12889052468468365,1.5753286350350224,13.375972228388282,0.18617520232232085,0.8592701645645576,0.0,64.80329157757706,7.561577448168108,1.1313723833433342,2.3200294443243057,67.92530650882829,0.5585256069669625,0.4296350822822788,0.0,3.881036909949919,0.04296350822822788
literary,12.255268813107605,2.3494556791967947,0.6984868235449929,0.498919159674995,7.474716137676288,2.3857407089913396,0.4807766447777224,0.018142514897272546,0.37192155539408717,1.99567663869998,2.930016155909516,0.5261329320209038,0.99783831934999,0.1269976042809078,45.827992630510444,14.323515511396675,2.503667055823611,5.2069017755172196,47.87809681390224,1.496757479024985,0.21771017876727056,0.03628502979454509,5.225044290414493,0.09071257448636272
