Major_Category,ש,אשר,כי,כאשר,מאשר,אם,פן
hazal,1.6195991745105456,6.427784223838729,5.048594301794592,0.4175529121785001,0.025306237101727275,157.15173240172638,0.2657154895681364
modern,2.3890696187395117,6.9195461418151725,39.64854909675657,4.219021897386583,0.11132313930252175,49.43622960284907,0.8242915595546274
mikra,0.0,206.32651792927723,122.677273009757,25.231495867254985,0.6214654154496302,23.367099620906096,7.333291902305636
