Major_Category,ילד,תינוק,שופט,דיין,שפה,לשון,סיר,קדרה,צמד,זוג,אהבה,חיבה,בטן,כרס,גם,אף,גבול,תחום,עם,אומה,ריב,קטטה,סיבה,עילה
hazal,0.9995963655182275,1.9359271382821366,0.3036748452207273,1.2146993808829092,2.1889895092994096,3.403688890182319,0.1012249484069091,1.4171492776967276,0.1265311855086364,0.8604120614587274,1.0628619582725456,0.11387806695777275,0.5693903347888638,0.24040925246640915,1.1514337881285912,18.57477803266782,0.7591871130518183,1.4551086333493184,21.776017026036325,0.4934716234836819,0.11387806695777275,0.03795935565259091,0.15183742261036365,0.1644905411612273
modern,13.284978230697568,1.3646465727983284,1.0269246895210153,0.17386422879832047,2.8531245027983383,1.5910453167731198,0.5628698054621887,0.015009861478991696,0.19512819922689206,2.287753053756318,7.114674341042065,0.31270544747899365,1.9950607549159798,0.08880834708403422,54.08303255238692,13.223687962991685,1.5072402568487497,2.950688602411785,64.29849411063068,0.37774818055462434,0.5666222708319366,0.04377876264705911,5.312240141773145,0.05503615875630289
mikra,2.2372754956186687,0.0,0.0,0.0,0.3728792492697781,0.12429308308992605,0.12429308308992605,0.0,0.0,0.0,0.0,0.0,0.2485861661798521,0.0,15.163756136970978,3.9773786588776336,2.361568578708595,0.0,13.050773724442234,0.0,0.4971723323597042,0.0,0.0,0.0
